gisjoin,name_dp,var_code,dp,name_sf,sf
G53050325,Oakesdale town,IFE002,196,Oakesdale town,166
G53050360,Oak Harbor city,IFE002,7929,Oak Harbor city,8677
G53050430,Oakville city,IFE002,285,Oakville city,260
G53050500,Ocean City CDP,IFE002,179,Ocean City CDP,100
G53050535,Ocean Park CDP,IFE002,1069,Ocean Park CDP,835
G53050570,Ocean Shores city,IFE002,2419,Ocean Shores city,2707
G53050745,Odessa town,IFE002,460,Odessa town,394
G53050920,Okanogan city,IFE002,948,Okanogan city,983
G53051300,Olympia city,IFE002,21397,Olympia city,20761
G53051340,Omak city,IFE002,1795,Omak city,2037
G53051410,Onalaska CDP,IFE002,251,Onalaska CDP,238
G53051795,Orchards CDP,IFE002,6035,Orchards CDP,6414
G53051830,Orient CDP,IFE002,63,Orient CDP,52
G53051970,Oroville city,IFE002,688,Oroville city,698
G53052005,Orting city,IFE002,2353,Orting city,2184
G53052110,Oso CDP,IFE002,57,Oso CDP,62
G53052215,Othello city,IFE002,2179,Othello city,2108
G53052267,Otis Orchards-East Farms CDP,IFE002,2209,Otis Orchards-East Farms CDP,2247
G53052285,Outlook CDP,IFE002,76,Outlook CDP,77
G53052378,Oyehut CDP,IFE002,63,Oyehut CDP,40
G53052495,Pacific city,IFE002,2136,Pacific city,2269
G53052530,Pacific Beach CDP,IFE002,141,Pacific Beach CDP,142
G53052600,Packwood CDP,IFE002,148,Packwood CDP,160
G53052950,Palouse city,IFE002,474,Palouse city,429
G53053265,Parker CDP,IFE002,48,Parker CDP,42
G53053335,Parkland CDP,IFE002,12050,Parkland CDP,13101
G53053440,Parkwood CDP,IFE002,2858,Parkwood CDP,2855
G53053545,Pasco city,IFE002,17687,Pasco city,17983
G53053720,Pateros city,IFE002,198,Pateros city,238
G53053800,Peaceful Valley CDP,IFE002,1097,Peaceful Valley CDP,1189
G53053930,Pe Ell town,IFE002,286,Pe Ell town,259
G53054213,Picnic Point CDP,IFE002,3154,Picnic Point CDP,3160
G53054405,Pine Grove CDP,IFE002,67,Pine Grove CDP,59
G53055015,Point Roberts CDP,IFE002,1230,Point Roberts CDP,678
G53055120,Pomeroy city,IFE002,723,Pomeroy city,642
G53055365,Port Angeles city,IFE002,8454,Port Angeles city,8459
G53055400,Port Angeles East CDP,IFE002,1453,Port Angeles East CDP,1368
G53055540,Porter CDP,IFE002,79,Porter CDP,83
G53055612,Port Gamble Tribal Comunity CDP,IFE002,208,Port Gamble Tribal Comunity CDP,283
G53055620,Port Hadlock-Irondale CDP,IFE002,1621,Port Hadlock-Irondale CDP,1579
G53055645,Port Ludlow CDP,IFE002,1392,Port Ludlow CDP,1318
G53055785,Port Orchard city,IFE002,3943,Port Orchard city,4278
G53055855,Port Townsend city,IFE002,4442,Port Townsend city,4544
G53055995,Poulsbo city,IFE002,3777,Poulsbo city,3883
G53056150,Prairie Heights CDP,IFE002,1458,Prairie Heights CDP,1508
G53056170,Prairie Ridge CDP,IFE002,3723,Prairie Ridge CDP,3977
G53056240,Prescott city,IFE002,156,Prescott city,136
G53056450,Prosser city,IFE002,2112,Prosser city,2023
G53056555,Puget Island CDP,IFE002,466,Puget Island CDP,364
G53056625,Pullman city,IFE002,11406,Pullman city,11029
G53056660,Purdy CDP,IFE002,642,Purdy CDP,665
G53056695,Puyallup city,IFE002,14530,Puyallup city,14950
G53056905,Queets CDP,IFE002,52,Queets CDP,46
G53056975,Quilcene CDP,IFE002,312,Quilcene CDP,263
G53057030,Qui-nai-elt Village CDP,IFE002,20,Qui-nai-elt Village CDP,16
G53057115,Quincy city,IFE002,1598,Quincy city,1915
G53057140,Raft Island CDP,IFE002,199,Raft Island CDP,182
G53057220,Rainier city,IFE002,683,Rainier city,656
G53057395,Ravensdale CDP,IFE002,412,Ravensdale CDP,386
G53057430,Raymond city,IFE002,1013,Raymond city,1151
G53057465,Reardan town,IFE002,255,Reardan town,240
G53057535,Redmond city,IFE002,20977,Redmond city,22550
G53057745,Renton city,IFE002,33598,Renton city,36009
G53057850,Republic city,IFE002,536,Republic city,493
G53058235,Richland city,IFE002,20119,Richland city,19707
G53058410,Ridgefield city,IFE002,1695,Ridgefield city,1591
G53058725,Ritzville city,IFE002,902,Ritzville city,751
G53058742,Riverbend CDP,IFE002,780,Riverbend CDP,791
G53058777,River Road CDP,IFE002,150,River Road CDP,188
G53058795,Riverside town,IFE002,153,Riverside town,128
G53058865,Riverton CDP,IFE002,2402,Riverton CDP,2290
G53059110,Rochester CDP,IFE002,790,Rochester CDP,869
G53059145,Rockford town,IFE002,213,Rockford town,192
G53059180,Rock Island city,IFE002,252,Rock Island city,262
G53059250,Rockport CDP,IFE002,62,Rockport CDP,45
G53059390,Rocky Point CDP,IFE002,725,Rocky Point CDP,701
G53059635,Ronald CDP,IFE002,91,Ronald CDP,136
G53059705,Roosevelt CDP,IFE002,67,Roosevelt CDP,50
G53059775,Rosalia town,IFE002,270,Rosalia town,228
G53059845,Rosburg CDP,IFE002,182,Rosburg CDP,147
G53059880,Rosedale CDP,IFE002,1289,Rosedale CDP,1215
G53060055,Roslyn city,IFE002,407,Roslyn city,437
G53060160,Roy city,IFE002,222,Roy city,303
G53060230,Royal City city,IFE002,405,Royal City city,486
G53060510,Ruston town,IFE002,430,Ruston town,336
G53060580,Ryderwood CDP,IFE002,266,Ryderwood CDP,221
G53060860,St. John town,IFE002,304,St. John town,261
G53061000,Salmon Creek CDP,IFE002,7019,Salmon Creek CDP,7473
G53061115,Sammamish city,IFE002,15092,Sammamish city,15154
G53061235,Santiago CDP,IFE002,35,Santiago CDP,18
G53061350,Satsop CDP,IFE002,278,Satsop CDP,263
G53062120,Seabeck CDP,IFE002,517,Seabeck CDP,474
G53062288,SeaTac city,IFE002,8702,SeaTac city,9533
G53063000,Seattle city,IFE002,295061,Seattle city,283510
G53063210,Sedro-Woolley city,IFE002,3840,Sedro-Woolley city,3995
G53063245,Sekiu CDP,IFE002,29,Sekiu CDP,13
G53063280,Selah city,IFE002,2758,Selah city,2658
G53063385,Sequim city,IFE002,3320,Sequim city,3340
G53063545,Shadow Lake CDP,IFE002,879,Shadow Lake CDP,856
G53063735,Shelton city,IFE002,3798,Shelton city,3574
G53063960,Shoreline city,IFE002,22327,Shoreline city,21561
G53064190,Silvana CDP,IFE002,40,Silvana CDP,34
G53064365,Silverdale CDP,IFE002,7252,Silverdale CDP,7828
G53064380,Silver Firs CDP,IFE002,6349,Silver Firs CDP,6750
G53064610,Sisco Heights CDP,IFE002,1045,Sisco Heights CDP,980
G53064755,Skamokawa Valley CDP,IFE002,200,Skamokawa Valley CDP,159
G53064775,Skokomish CDP,IFE002,196,Skokomish CDP,181
G53064855,Skykomish town,IFE002,168,Skykomish town,95
G53065170,Snohomish city,IFE002,3943,Snohomish city,3645
G53065205,Snoqualmie city,IFE002,3519,Snoqualmie city,3547
G53065275,Snoqualmie Pass CDP,IFE002,218,Snoqualmie Pass CDP,150
G53065345,Soap Lake city,IFE002,977,Soap Lake city,740
G53065625,South Bend city,IFE002,649,South Bend city,684
G53065765,South Cle Elum town,IFE002,271,South Cle Elum town,235
G53065810,South Creek CDP,IFE002,951,South Creek CDP,932
G53065922,South Hill CDP,IFE002,16457,South Hill CDP,17962
G53066045,South Prairie town,IFE002,168,South Prairie town,166
G53066185,South Wenatchee CDP,IFE002,347,South Wenatchee CDP,460
G53066220,Southworth CDP,IFE002,921,Southworth CDP,869
G53066255,Spanaway CDP,IFE002,8582,Spanaway CDP,9472
G53066290,Spangle city,IFE002,126,Spangle city,118
G53067000,Spokane city,IFE002,86144,Spokane city,87271
G53067167,Spokane Valley city,IFE002,36732,Spokane Valley city,36558
G53067175,Sprague city,IFE002,236,Sprague city,197
G53067210,Springdale town,IFE002,118,Springdale town,105
G53067435,Stansberry Lake CDP,IFE002,754,Stansberry Lake CDP,755
G53067455,Stanwood city,IFE002,2388,Stanwood city,2388
G53067490,Starbuck town,IFE002,91,Starbuck town,73
G53067595,Startup CDP,IFE002,202,Startup CDP,266
G53067770,Steilacoom town,IFE002,2627,Steilacoom town,2559
G53067805,Steptoe CDP,IFE002,88,Steptoe CDP,83
G53067875,Stevenson city,IFE002,703,Stevenson city,640
G53068200,Sudden Valley CDP,IFE002,2399,Sudden Valley CDP,2561
G53068260,Sultan city,IFE002,1675,Sultan city,1607
G53068330,Sumas city,IFE002,455,Sumas city,482
G53068365,Summit CDP,IFE002,3184,Summit CDP,3123
G53068410,Summit View CDP,IFE002,2468,Summit View CDP,2756
G53068417,Summitview CDP,IFE002,317,Summitview CDP,348
G53068435,Sumner city,IFE002,4275,Sumner city,3980
G53068480,Sunday Lake CDP,IFE002,251,Sunday Lake CDP,237
G53068750,Sunnyside city,IFE002,4052,Sunnyside city,4332
G53068785,Sunnyslope CDP,IFE002,1225,Sunnyslope CDP,1175
G53069170,Suquamish CDP,IFE002,1720,Suquamish CDP,1733
G53069280,Swede Heaven CDP,IFE002,435,Swede Heaven CDP,310
G53070000,Tacoma city,IFE002,81003,Tacoma city,78541
G53070175,Taholah CDP,IFE002,239,Taholah CDP,226
G53070245,Tampico CDP,IFE002,120,Tampico CDP,125
G53070280,Tanglewilde CDP,IFE002,2011,Tanglewilde CDP,2162
G53070315,Tanner CDP,IFE002,351,Tanner CDP,347
G53070560,Tekoa city,IFE002,360,Tekoa city,307
G53070630,Tenino city,IFE002,720,Tenino city,691
G53070805,Terrace Heights CDP,IFE002,2725,Terrace Heights CDP,2762
G53071225,Thorp CDP,IFE002,112,Thorp CDP,103
G53071330,Three Lakes CDP,IFE002,1271,Three Lakes CDP,1171
G53071400,Tieton town,IFE002,385,Tieton town,358
G53071680,Tokeland CDP,IFE002,129,Tokeland CDP,78
G53071785,Toledo city,IFE002,293,Toledo city,274
G53071890,Tonasket city,IFE002,472,Tonasket city,453
G53071960,Toppenish city,IFE002,1913,Toppenish city,2237
G53071995,Torboy CDP,IFE002,59,Torboy CDP,25
G53072030,Touchet CDP,IFE002,160,Touchet CDP,150
G53072170,Town and Country CDP,IFE002,1973,Town and Country CDP,1994
G53072205,Tracyton CDP,IFE002,2010,Tracyton CDP,2000
G53072450,Trout Lake CDP,IFE002,311,Trout Lake CDP,224
G53072625,Tukwila city,IFE002,7119,Tukwila city,7157
G53072905,Tumwater city,IFE002,7611,Tumwater city,7566
G53073065,Twin Lakes CDP,IFE002,237,Twin Lakes CDP,24
G53073080,Twisp town,IFE002,455,Twisp town,474
G53073255,Union CDP,IFE002,349,Union CDP,294
G53073290,Union Gap city,IFE002,2167,Union Gap city,2061
G53073307,Union Hill-Novelty Hill CDP,IFE002,6968,Union Hill-Novelty Hill CDP,7009
G53073360,Uniontown town,IFE002,149,Uniontown town,130
G53073465,University Place city,IFE002,12216,University Place city,12819
G53073580,Upper Elochoman CDP,IFE002,82,Upper Elochoman CDP,72
G53073780,Vader city,IFE002,216,Vader city,228
G53073885,Valley CDP,IFE002,59,Valley CDP,53
G53074060,Vancouver city,IFE002,64735,Vancouver city,65691
G53074200,Vantage CDP,IFE002,39,Vantage CDP,30
G53074305,Vashon CDP,IFE002,4721,Vashon CDP,4606
G53074445,Vaughn CDP,IFE002,185,Vaughn CDP,221
G53074585,Venersborg CDP,IFE002,1205,Venersborg CDP,1214
G53074760,Verlot CDP,IFE002,164,Verlot CDP,138
G53075565,Waitsburg city,IFE002,464,Waitsburg city,475
G53075775,Walla Walla city,IFE002,11750,Walla Walla city,11537
G53075810,Walla Walla East CDP,IFE002,686,Walla Walla East CDP,657
G53075905,Waller CDP,IFE002,3239,Waller CDP,3104
G53075985,Wallula CDP,IFE002,60,Wallula CDP,56
G53076055,Walnut Grove CDP,IFE002,3872,Walnut Grove CDP,3918
G53076125,Wapato city,IFE002,1071,Wapato city,1240
G53076160,Warden city,IFE002,736,Warden city,759
G53076195,Warm Beach CDP,IFE002,1096,Warm Beach CDP,950
G53076405,Washougal city,IFE002,5380,Washougal city,5256
G53076440,Washtucna town,IFE002,126,Washtucna town,97
G53076510,Waterville town,IFE002,482,Waterville town,449
G53076615,Wauna CDP,IFE002,1595,Wauna CDP,1570
G53076720,Waverly town,IFE002,50,Waverly town,44
G53077105,Wenatchee city,IFE002,11497,Wenatchee city,12379
G53077297,West Clarkston-Highland CDP,IFE002,2389,West Clarkston-Highland CDP,2265
G53077612,West Pasco CDP,IFE002,1212,West Pasco CDP,1277
G53077630,Westport city,IFE002,939,Westport city,999
G53077665,West Richland city,IFE002,3987,West Richland city,4145
G53077745,West Side Highway CDP,IFE002,2010,West Side Highway CDP,2002
G53078155,Whidbey Island Station CDP,IFE002,277,Whidbey Island Station CDP,232
G53078225,White Center CDP,IFE002,4796,White Center CDP,4920
G53078330,White Salmon city,IFE002,1039,White Salmon city,921
G53078365,White Swan CDP,IFE002,166,White Swan CDP,195
G53078680,Wilbur town,IFE002,468,Wilbur town,404
G53078780,Wilderness Rim CDP,IFE002,568,Wilderness Rim CDP,575
G53078925,Wilkeson town,IFE002,175,Wilkeson town,169
G53078995,Willapa CDP,IFE002,88,Willapa CDP,81
G53079135,Wilson Creek town,IFE002,116,Wilson Creek town,94
G53079275,Winlock city,IFE002,487,Winlock city,475
G53079380,Winthrop town,IFE002,258,Winthrop town,205
G53079485,Wishram CDP,IFE002,176,Wishram CDP,146
G53079555,Wollochet CDP,IFE002,2597,Wollochet CDP,2636
G53079590,Woodinville city,IFE002,4392,Woodinville city,4478
G53079625,Woodland city,IFE002,1740,Woodland city,1965
G53079825,Woods Creek CDP,IFE002,1930,Woods Creek CDP,1940
G53079835,Woodway city,IFE002,466,Woodway city,448
G53079975,Yacolt town,IFE002,484,Yacolt town,454
G53080010,Yakima city,IFE002,33263,Yakima city,33074
G53080150,Yarrow Point town,IFE002,407,Yarrow Point town,374
G53080220,Yelm city,IFE002,2016,Yelm city,2299
G53080500,Zillah city,IFE002,972,Zillah city,1033
G53000100,Aberdeen city,IFE003,1136,Aberdeen city,862
G53000135,Aberdeen Gardens CDP,IFE003,3,Aberdeen Gardens CDP,8
G53000275,Acme CDP,IFE003,59,Acme CDP,14
G53000380,Addy CDP,IFE003,0,Addy CDP,14
G53000800,Ahtanum CDP,IFE003,56,Ahtanum CDP,52
G53000905,Airway Heights city,IFE003,478,Airway Heights city,180
G53001010,Albion town,IFE003,0,Albion town,31
G53001045,Alder CDP,IFE003,0,Alder CDP,19
G53001150,Alderton CDP,IFE003,1,Alderton CDP,64
G53001185,Alderwood Manor CDP,IFE003,612,Alderwood Manor CDP,133
G53001255,Alger CDP,IFE003,0,Alger CDP,14
G53001290,Algona city,IFE003,4,Algona city,65
G53001430,Allyn CDP,IFE003,117,Allyn CDP,128
G53001500,Almira town,IFE003,0,Almira town,36
G53001745,Altoona CDP,IFE003,0,Altoona CDP,14
G53001780,Amanda Park CDP,IFE003,0,Amanda Park CDP,19
G53001850,Amboy CDP,IFE003,0,Amboy CDP,34
G53001920,Ames Lake CDP,IFE003,109,Ames Lake CDP,30
G53001990,Anacortes city,IFE003,406,Anacortes city,700
G53002060,Anderson Island CDP,IFE003,485,Anderson Island CDP,517
G53002585,Arlington city,IFE003,803,Arlington city,366
G53002620,Arlington Heights CDP,IFE003,36,Arlington Heights CDP,35
G53002910,Artondale CDP,IFE003,345,Artondale CDP,311
G53003005,Ashford CDP,IFE003,0,Ashford CDP,81
G53003075,Asotin city,IFE003,0,Asotin city,37
G53003180,Auburn city,IFE003,2788,Auburn city,1776
G53003736,Bainbridge Island city,IFE003,784,Bainbridge Island city,1114
G53004100,Bangor Base CDP,IFE003,191,Bangor Base CDP,90
G53004125,Banks Lake South CDP,IFE003,23,Banks Lake South CDP,20
G53004195,Barberton CDP,IFE003,149,Barberton CDP,82
G53004300,Baring CDP,IFE003,35,Baring CDP,139
G53004347,Barney's Junction CDP,IFE003,0,Barney's Junction CDP,3
G53004370,Barstow CDP,IFE003,0,Barstow CDP,14
G53004405,Basin City CDP,IFE003,1,Basin City CDP,5
G53004475,Battle Ground city,IFE003,710,Battle Ground city,300
G53004615,Bay Center CDP,IFE003,70,Bay Center CDP,68
G53004790,Bay View CDP,IFE003,0,Bay View CDP,32
G53004895,Beaux Arts Village town,IFE003,0,Beaux Arts Village town,5
G53005140,Belfair CDP,IFE003,294,Belfair CDP,161
G53005210,Bellevue city,IFE003,5289,Bellevue city,5196
G53005245,Bell Hill CDP,IFE003,12,Bell Hill CDP,54
G53005280,Bellingham city,IFE003,2977,Bellingham city,2089
G53005560,Benton City city,IFE003,0,Benton City city,76
G53005735,Bethel CDP,IFE003,258,Bethel CDP,60
G53005980,Bickleton CDP,IFE003,0,Bickleton CDP,8
G53006050,Big Lake CDP,IFE003,165,Big Lake CDP,142
G53006085,Bingen city,IFE003,0,Bingen city,27
G53006190,Birch Bay CDP,IFE003,1910,Birch Bay CDP,1829
G53006330,Black Diamond city,IFE003,78,Black Diamond city,139
G53006505,Blaine city,IFE003,601,Blaine city,352
G53006855,Blyn CDP,IFE003,0,Blyn CDP,6
G53007170,Bonney Lake city,IFE003,647,Bonney Lake city,405
G53007380,Bothell city,IFE003,1888,Bothell city,758
G53007390,Bothell East CDP,IFE003,502,Bothell East CDP,260
G53007395,Bothell West CDP,IFE003,570,Bothell West CDP,294
G53007397,Boulevard Park CDP,IFE003,386,Boulevard Park CDP,180
G53007485,Boyds CDP,IFE003,0,Boyds CDP,2
G53007590,Brady CDP,IFE003,21,Brady CDP,14
G53007695,Bremerton city,IFE003,1856,Bremerton city,2341
G53007835,Brewster city,IFE003,237,Brewster city,31
G53007870,Bridgeport city,IFE003,9,Bridgeport city,72
G53007940,Brier city,IFE003,92,Brier city,55
G53008080,Brinnon CDP,IFE003,417,Brinnon CDP,641
G53008335,Browns Point CDP,IFE003,61,Browns Point CDP,56
G53008465,Brush Prairie CDP,IFE003,0,Brush Prairie CDP,40
G53008500,Bryant CDP,IFE003,0,Bryant CDP,32
G53008552,Bryn Mawr-Skyway CDP,IFE003,1168,Bryn Mawr-Skyway CDP,417
G53008570,Buckley city,IFE003,3,Buckley city,78
G53008605,Bucoda town,IFE003,0,Bucoda town,21
G53008640,Buena CDP,IFE003,40,Buena CDP,21
G53008770,Bunk Foss CDP,IFE003,4,Bunk Foss CDP,42
G53008780,Burbank CDP,IFE003,9,Burbank CDP,39
G53008850,Burien city,IFE003,673,Burien city,1069
G53008885,Burley CDP,IFE003,64,Burley CDP,62
G53008920,Burlington city,IFE003,392,Burlington city,253
G53009480,Camas city,IFE003,116,Camas city,453
G53009810,Canterwood CDP,IFE003,209,Canterwood CDP,73
G53009820,Canyon Creek CDP,IFE003,150,Canyon Creek CDP,167
G53009970,Carbonado town,IFE003,1,Carbonado town,10
G53010075,Carlsborg CDP,IFE003,13,Carlsborg CDP,36
G53010215,Carnation city,IFE003,0,Carnation city,34
G53010320,Carson CDP,IFE003,0,Carson CDP,80
G53010455,Cascade Valley CDP,IFE003,330,Cascade Valley CDP,92
G53010495,Cashmere city,IFE003,0,Cashmere city,61
G53010565,Castle Rock city,IFE003,205,Castle Rock city,79
G53010600,Cathcart CDP,IFE003,62,Cathcart CDP,50
G53010635,Cathlamet town,IFE003,0,Cathlamet town,38
G53010645,Cavalero CDP,IFE003,98,Cavalero CDP,101
G53011090,Centerville CDP,IFE003,0,Centerville CDP,2
G53011160,Centralia city,IFE003,660,Centralia city,625
G53011195,Central Park CDP,IFE003,60,Central Park CDP,61
G53011325,Chain Lake CDP,IFE003,41,Chain Lake CDP,66
G53011475,Chehalis city,IFE003,204,Chehalis city,263
G53011615,Chelan city,IFE003,869,Chelan city,914
G53011685,Chelan Falls CDP,IFE003,44,Chelan Falls CDP,25
G53011825,Cheney city,IFE003,524,Cheney city,281
G53012015,Cherry Grove CDP,IFE003,0,Cherry Grove CDP,14
G53012140,Chewelah city,IFE003,32,Chewelah city,134
G53012175,Chico CDP,IFE003,1,Chico CDP,49
G53012315,Chinook CDP,IFE003,108,Chinook CDP,57
G53012525,Clallam Bay CDP,IFE003,0,Clallam Bay CDP,92
G53012630,Clarkston city,IFE003,9,Clarkston city,185
G53012680,Clarkston Heights-Vineland CDP,IFE003,0,Clarkston Heights-Vineland CDP,117
G53012735,Clayton CDP,IFE003,0,Clayton CDP,11
G53012820,Clear Lake CDP,IFE003,39,Clear Lake CDP,137
G53012840,Clear Lake CDP,IFE003,0,Clear Lake CDP,36
G53012875,Clearview CDP,IFE003,2,Clearview CDP,61
G53012945,Cle Elum city,IFE003,159,Cle Elum city,248
G53013015,Cliffdell CDP,IFE003,59,Cliffdell CDP,120
G53013155,Clinton CDP,IFE003,119,Clinton CDP,174
G53013215,Clover Creek CDP,IFE003,192,Clover Creek CDP,192
G53013365,Clyde Hill city,IFE003,0,Clyde Hill city,71
G53013595,Cohassett Beach CDP,IFE003,237,Cohassett Beach CDP,139
G53013785,Colfax city,IFE003,1,Colfax city,169
G53013855,College Place city,IFE003,309,College Place city,241
G53013890,Colton town,IFE003,0,Colton town,3
G53014170,Colville city,IFE003,2,Colville city,178
G53014310,Conconully town,IFE003,0,Conconully town,86
G53014380,Concrete town,IFE003,7,Concrete town,63
G53014485,Connell city,IFE003,0,Connell city,44
G53014520,Conway CDP,IFE003,0,Conway CDP,2
G53014660,Copalis Beach CDP,IFE003,230,Copalis Beach CDP,223
G53014870,Cosmopolis city,IFE003,164,Cosmopolis city,37
G53014940,Cottage Lake CDP,IFE003,282,Cottage Lake CDP,251
G53015080,Coulee City town,IFE003,31,Coulee City town,66
G53015115,Coulee Dam town,IFE003,180,Coulee Dam town,75
G53015150,Country Homes CDP,IFE003,0,Country Homes CDP,118
G53015185,Coupeville town,IFE003,28,Coupeville town,127
G53015290,Covington city,IFE003,1085,Covington city,264
G53015325,Cowiche CDP,IFE003,0,Cowiche CDP,2
G53015710,Creston town,IFE003,0,Creston town,16
G53015780,Crocker CDP,IFE003,0,Crocker CDP,32
G53016165,Curlew CDP,IFE003,0,Curlew CDP,8
G53016170,Curlew Lake CDP,IFE003,0,Curlew Lake CDP,171
G53016340,Cusick town,IFE003,5,Cusick town,15
G53016375,Custer CDP,IFE003,0,Custer CDP,9
G53016550,Dallesport CDP,IFE003,0,Dallesport CDP,45
G53016585,Danville CDP,IFE003,0,Danville CDP,7
G53016690,Darrington town,IFE003,4,Darrington town,77
G53016760,Dash Point CDP,IFE003,2,Dash Point CDP,41
G53016795,Davenport city,IFE003,0,Davenport city,56
G53016970,Dayton city,IFE003,0,Dayton city,118
G53017215,Deep River CDP,IFE003,0,Deep River CDP,22
G53017320,Deer Park city,IFE003,191,Deer Park city,138
G53017495,Deming CDP,IFE003,0,Deming CDP,19
G53017617,Desert Aire CDP,IFE003,577,Desert Aire CDP,415
G53017635,Des Moines city,IFE003,2127,Des Moines city,924
G53017880,Disautel CDP,IFE003,5,Disautel CDP,0
G53018055,Dixie CDP,IFE003,4,Dixie CDP,8
G53018195,Dollars Corner CDP,IFE003,1,Dollars Corner CDP,26
G53018265,Donald CDP,IFE003,0,Donald CDP,5
G53018775,Duluth CDP,IFE003,0,Duluth CDP,32
G53018965,DuPont city,IFE003,0,DuPont city,218
G53019035,Duvall city,IFE003,0,Duvall city,91
G53019290,East Cathlamet CDP,IFE003,0,East Cathlamet CDP,21
G53019420,Eastgate CDP,IFE003,210,Eastgate CDP,108
G53019515,East Hill-Meridian CDP,IFE003,773,East Hill-Meridian CDP,434
G53019630,Eastmont CDP,IFE003,781,Eastmont CDP,298
G53019700,Easton CDP,IFE003,137,Easton CDP,172
G53019770,East Port Orchard CDP,IFE003,362,East Port Orchard CDP,200
G53019857,East Renton Highlands CDP,IFE003,147,East Renton Highlands CDP,142
G53020155,East Wenatchee city,IFE003,22,East Wenatchee city,278
G53020260,Eatonville town,IFE003,0,Eatonville town,67
G53020645,Edgewood city,IFE003,5,Edgewood city,192
G53020680,Edison CDP,IFE003,0,Edison CDP,5
G53020750,Edmonds city,IFE003,242,Edmonds city,997
G53020890,Elbe CDP,IFE003,0,Elbe CDP,6
G53021030,Electric City city,IFE003,25,Electric City city,77
G53021205,Elk Plain CDP,IFE003,602,Elk Plain CDP,222
G53021240,Ellensburg city,IFE003,189,Ellensburg city,566
G53021450,Elma city,IFE003,93,Elma city,98
G53021485,Elmer City town,IFE003,15,Elmer City town,13
G53021730,Endicott town,IFE003,0,Endicott town,24
G53021800,Enetai CDP,IFE003,49,Enetai CDP,76
G53022010,Entiat city,IFE003,3,Entiat city,74
G53022045,Enumclaw city,IFE003,1,Enumclaw city,263
G53022080,Ephrata city,IFE003,162,Ephrata city,230
G53022118,Erlands Point-Kitsap Lake CDP,IFE003,106,Erlands Point-Kitsap Lake CDP,138
G53022150,Eschbach CDP,IFE003,0,Eschbach CDP,5
G53022255,Esperance CDP,IFE003,1,Esperance CDP,75
G53022640,Everett city,IFE003,3375,Everett city,3297
G53022745,Everson city,IFE003,73,Everson city,45
G53022955,Fairchild AFB CDP,IFE003,1,Fairchild AFB CDP,182
G53022990,Fairfield town,IFE003,0,Fairfield town,15
G53023160,Fairwood CDP,IFE003,807,Fairwood CDP,266
G53023165,Fairwood CDP,IFE003,482,Fairwood CDP,154
G53023200,Fall City CDP,IFE003,4,Fall City CDP,50
G53023340,Farmington town,IFE003,0,Farmington town,11
G53023515,Federal Way city,IFE003,6416,Federal Way city,2256
G53023550,Felida CDP,IFE003,0,Felida CDP,80
G53023620,Ferndale city,IFE003,334,Ferndale city,218
G53023690,Fern Prairie CDP,IFE003,14,Fern Prairie CDP,33
G53023795,Fife city,IFE003,828,Fife city,253
G53023830,Fife Heights CDP,IFE003,202,Fife Heights CDP,44
G53023865,Finley CDP,IFE003,276,Finley CDP,105
G53023970,Fircrest city,IFE003,185,Fircrest city,142
G53024188,Five Corners CDP,IFE003,689,Five Corners CDP,261
G53024425,Fobes Hill CDP,IFE003,48,Fobes Hill CDP,43
G53024565,Fords Prairie CDP,IFE003,77,Fords Prairie CDP,51
G53024810,Forks city,IFE003,243,Forks city,110
G53024915,Fort Lewis CDP,IFE003,215,Fort Lewis CDP,185
G53025300,Four Lakes CDP,IFE003,0,Four Lakes CDP,25
G53025370,Fox Island CDP,IFE003,185,Fox Island CDP,181
G53025475,Frederickson CDP,IFE003,1090,Frederickson CDP,367
G53025510,Freeland CDP,IFE003,200,Freeland CDP,223
G53025615,Friday Harbor town,IFE003,3,Friday Harbor town,258
G53026140,Garfield town,IFE003,0,Garfield town,32
G53026245,Garrett CDP,IFE003,18,Garrett CDP,26
G53026420,Geneva CDP,IFE003,16,Geneva CDP,44
G53026455,George city,IFE003,39,George city,37
G53026735,Gig Harbor city,IFE003,415,Gig Harbor city,269
G53026875,Glacier CDP,IFE003,397,Glacier CDP,659
G53026945,Gleed CDP,IFE003,0,Gleed CDP,46
G53027365,Gold Bar city,IFE003,155,Gold Bar city,55
G53027435,Goldendale city,IFE003,24,Goldendale city,173
G53027680,Gorst CDP,IFE003,29,Gorst CDP,25
G53027785,Graham CDP,IFE003,635,Graham CDP,420
G53027855,Grand Coulee city,IFE003,161,Grand Coulee city,80
G53027890,Grand Mound CDP,IFE003,208,Grand Mound CDP,80
G53027925,Grandview city,IFE003,168,Grandview city,140
G53027960,Granger city,IFE003,96,Granger city,39
G53027995,Granite Falls city,IFE003,290,Granite Falls city,122
G53028135,Grapeview CDP,IFE003,257,Grapeview CDP,348
G53028345,Grayland CDP,IFE003,369,Grayland CDP,445
G53028450,Grays River CDP,IFE003,0,Grays River CDP,18
G53028590,Green Bluff CDP,IFE003,13,Green Bluff CDP,14
G53028695,Greenwater CDP,IFE003,0,Greenwater CDP,49
G53029255,Hamilton town,IFE003,0,Hamilton town,25
G53029430,Hansville CDP,IFE003,489,Hansville CDP,410
G53029710,Harrah town,IFE003,25,Harrah town,6
G53029745,Harrington city,IFE003,0,Harrington city,35
