gisjoin,name_dp,var_code,dp,name_sf,sf
G53021450,Elma city,IFI010,90,Elma city,47
G53021485,Elmer City town,IFI010,25,Elmer City town,1
G53021730,Endicott town,IFI010,6,Endicott town,0
G53021800,Enetai CDP,IFI010,57,Enetai CDP,21
G53022010,Entiat city,IFI010,95,Entiat city,52
G53022045,Enumclaw city,IFI010,296,Enumclaw city,176
G53022080,Ephrata city,IFI010,349,Ephrata city,270
G53022118,Erlands Point-Kitsap Lake CDP,IFI010,34,Erlands Point-Kitsap Lake CDP,60
G53022150,Eschbach CDP,IFI010,7,Eschbach CDP,20
G53022255,Esperance CDP,IFI010,152,Esperance CDP,54
G53022640,Everett city,IFI010,3015,Everett city,3713
G53022745,Everson city,IFI010,83,Everson city,164
G53022955,Fairchild AFB CDP,IFI010,25,Fairchild AFB CDP,70
G53022990,Fairfield town,IFI010,14,Fairfield town,1
G53023160,Fairwood CDP,IFI010,271,Fairwood CDP,318
G53023165,Fairwood CDP,IFI010,8,Fairwood CDP,63
G53023200,Fall City CDP,IFI010,64,Fall City CDP,28
G53023340,Farmington town,IFI010,5,Farmington town,1
G53023515,Federal Way city,IFI010,2173,Federal Way city,3527
G53023550,Felida CDP,IFI010,112,Felida CDP,62
G53023620,Ferndale city,IFI010,263,Ferndale city,357
G53023690,Fern Prairie CDP,IFI010,42,Fern Prairie CDP,10
G53023795,Fife city,IFI010,227,Fife city,429
G53023830,Fife Heights CDP,IFI010,24,Fife Heights CDP,29
G53023865,Finley CDP,IFI010,151,Finley CDP,257
G53023970,Fircrest city,IFI010,55,Fircrest city,89
G53024188,Five Corners CDP,IFI010,275,Five Corners CDP,311
G53024425,Fobes Hill CDP,IFI010,42,Fobes Hill CDP,11
G53024565,Fords Prairie CDP,IFI010,29,Fords Prairie CDP,31
G53024810,Forks city,IFI010,94,Forks city,192
G53024915,Fort Lewis CDP,IFI010,302,Fort Lewis CDP,371
G53025300,Four Lakes CDP,IFI010,8,Four Lakes CDP,3
G53025370,Fox Island CDP,IFI010,68,Fox Island CDP,38
G53025475,Frederickson CDP,IFI010,210,Frederickson CDP,378
G53025510,Freeland CDP,IFI010,21,Freeland CDP,14
G53025615,Friday Harbor town,IFI010,186,Friday Harbor town,100
G53026140,Garfield town,IFI010,40,Garfield town,2
G53026245,Garrett CDP,IFI010,67,Garrett CDP,35
G53026420,Geneva CDP,IFI010,36,Geneva CDP,23
G53026455,George city,IFI010,37,George city,82
G53026735,Gig Harbor city,IFI010,143,Gig Harbor city,119
G53026875,Glacier CDP,IFI010,48,Glacier CDP,3
G53026945,Gleed CDP,IFI010,102,Gleed CDP,79
G53027365,Gold Bar city,IFI010,27,Gold Bar city,52
G53027435,Goldendale city,IFI010,196,Goldendale city,68
G53027680,Gorst CDP,IFI010,14,Gorst CDP,13
G53027785,Graham CDP,IFI010,294,Graham CDP,341
G53027855,Grand Coulee city,IFI010,49,Grand Coulee city,27
G53027890,Grand Mound CDP,IFI010,46,Grand Mound CDP,96
G53027925,Grandview city,IFI010,1724,Grandview city,2049
G53027960,Granger city,IFI010,499,Granger city,628
G53027995,Granite Falls city,IFI010,34,Granite Falls city,58
G53028135,Grapeview CDP,IFI010,39,Grapeview CDP,3
G53028345,Grayland CDP,IFI010,18,Grayland CDP,13
G53028450,Grays River CDP,IFI010,33,Grays River CDP,0
G53028590,Green Bluff CDP,IFI010,0,Green Bluff CDP,5
G53028695,Greenwater CDP,IFI010,18,Greenwater CDP,0
G53029255,Hamilton town,IFI010,11,Hamilton town,1
G53029430,Hansville CDP,IFI010,1,Hansville CDP,17
G53029710,Harrah town,IFI010,59,Harrah town,78
G53029745,Harrington city,IFI010,3,Harrington city,3
G53029920,Hartline town,IFI010,3,Hartline town,2
G53030030,Hat Island CDP,IFI010,6,Hat Island CDP,0
G53030060,Hatton town,IFI010,9,Hatton town,11
G53030305,Hazel Dell CDP,IFI010,346,Hazel Dell CDP,550
G53030690,Herron Island CDP,IFI010,0,Herron Island CDP,1
G53030750,High Bridge CDP,IFI010,48,High Bridge CDP,33
G53031495,Hobart CDP,IFI010,101,Hobart CDP,53
G53031530,Hockinson CDP,IFI010,51,Hockinson CDP,39
G53031540,Hogans Corner CDP,IFI010,0,Hogans Corner CDP,2
G53031985,Home CDP,IFI010,11,Home CDP,13
G53032125,Hoodsport CDP,IFI010,6,Hoodsport CDP,5
G53032300,Hoquiam city,IFI010,235,Hoquiam city,173
G53032650,Humptulips CDP,IFI010,11,Humptulips CDP,21
G53032755,Hunts Point town,IFI010,3,Hunts Point town,0
G53033000,Ilwaco city,IFI010,33,Ilwaco city,13
G53033105,Inchelium CDP,IFI010,38,Inchelium CDP,3
G53033175,Index town,IFI010,5,Index town,1
G53033280,Indianola CDP,IFI010,118,Indianola CDP,38
G53033380,Inglewood-Finn Hill CDP,IFI010,374,Inglewood-Finn Hill CDP,381
G53033560,Ione town,IFI010,4,Ione town,1
G53033805,Issaquah city,IFI010,211,Issaquah city,519
G53033890,Jamestown CDP,IFI010,16,Jamestown CDP,5
G53034470,Junction City CDP,IFI010,0,Junction City CDP,1
G53034575,Kahlotus city,IFI010,20,Kahlotus city,7
G53034645,Kalama city,IFI010,12,Kalama city,21
G53034890,Kapowsin CDP,IFI010,35,Kapowsin CDP,4
G53034960,Keller CDP,IFI010,27,Keller CDP,3
G53035065,Kelso city,IFI010,308,Kelso city,314
G53035135,Kendall CDP,IFI010,6,Kendall CDP,3
G53035170,Kenmore city,IFI010,447,Kenmore city,377
G53035275,Kennewick city,IFI010,3888,Kennewick city,4486
G53035415,Kent city,IFI010,1773,Kent city,3943
G53035450,Ketron Island CDP,IFI010,0,Ketron Island CDP,0
G53035485,Kettle Falls city,IFI010,8,Kettle Falls city,7
G53035555,Key Center CDP,IFI010,48,Key Center CDP,29
G53035625,Keyport CDP,IFI010,10,Keyport CDP,5
G53035835,Kingsgate CDP,IFI010,182,Kingsgate CDP,305
G53035870,Kingston CDP,IFI010,15,Kingston CDP,43
G53035940,Kirkland city,IFI010,798,Kirkland city,959
G53036045,Kittitas city,IFI010,58,Kittitas city,38
G53036100,Klahanie CDP,IFI010,60,Klahanie CDP,148
G53036115,Klickitat CDP,IFI010,25,Klickitat CDP,3
G53036395,Krupp town,IFI010,1,Krupp town,1
G53036710,La Center city,IFI010,21,La Center city,28
G53036745,Lacey city,IFI010,707,Lacey city,1104
G53036780,La Conner town,IFI010,15,La Conner town,14
G53036850,LaCrosse town,IFI010,4,LaCrosse town,0
G53036920,La Grande CDP,IFI010,0,La Grande CDP,1
G53037077,Lake Bosworth CDP,IFI010,9,Lake Bosworth CDP,9
G53037100,Lake Cassidy CDP,IFI010,85,Lake Cassidy CDP,37
G53037105,Lake Cavanaugh CDP,IFI010,68,Lake Cavanaugh CDP,0
G53037270,Lake Forest Park city,IFI010,192,Lake Forest Park city,130
G53037345,Lake Holm CDP,IFI010,61,Lake Holm CDP,31
G53037415,Lake Ketchum CDP,IFI010,17,Lake Ketchum CDP,8
G53037420,Lakeland North CDP,IFI010,155,Lakeland North CDP,270
G53037430,Lakeland South CDP,IFI010,208,Lakeland South CDP,178
G53037526,Lake McMurray CDP,IFI010,0,Lake McMurray CDP,6
G53037538,Lake Marcel-Stillwater CDP,IFI010,7,Lake Marcel-Stillwater CDP,21
G53037567,Lake Morton-Berrydale CDP,IFI010,151,Lake Morton-Berrydale CDP,129
G53037672,Lake Roesiger CDP,IFI010,12,Lake Roesiger CDP,3
G53037830,Lake Shore CDP,IFI010,98,Lake Shore CDP,67
G53037900,Lake Stevens city,IFI010,567,Lake Stevens city,534
G53037917,Lake Stickney CDP,IFI010,209,Lake Stickney CDP,260
G53037920,Lake Tapps CDP,IFI010,154,Lake Tapps CDP,114
G53037926,Lakeview CDP,IFI010,76,Lakeview CDP,36
G53038038,Lakewood city,IFI010,1753,Lakewood city,2526
G53038215,Lamont town,IFI010,6,Lamont town,1
G53038355,Langley city,IFI010,28,Langley city,16
G53038420,Larch Way CDP,IFI010,43,Larch Way CDP,32
G53038495,Latah town,IFI010,7,Latah town,2
G53038705,Laurier CDP,IFI010,0,Laurier CDP,0
G53038845,Leavenworth city,IFI010,42,Leavenworth city,59
G53038880,Lebam CDP,IFI010,0,Lebam CDP,3
G53039212,Lewisville CDP,IFI010,0,Lewisville CDP,9
G53039335,Liberty Lake city,IFI010,50,Liberty Lake city,69
G53039510,Lind town,IFI010,69,Lind town,14
G53039860,Lochsloy CDP,IFI010,19,Lochsloy CDP,22
G53039930,Lofall CDP,IFI010,37,Lofall CDP,18
G53040070,Long Beach city,IFI010,198,Long Beach city,33
G53040105,Longbranch CDP,IFI010,52,Longbranch CDP,39
G53040245,Longview city,IFI010,750,Longview city,818
G53040270,Longview Heights CDP,IFI010,100,Longview Heights CDP,47
G53040350,Loomis CDP,IFI010,0,Loomis CDP,10
G53040385,Loon Lake CDP,IFI010,25,Loon Lake CDP,4
G53040570,Lower Elochoman CDP,IFI010,9,Lower Elochoman CDP,0
G53040735,Lyle CDP,IFI010,61,Lyle CDP,4
G53040770,Lyman town,IFI010,15,Lyman town,2
G53040805,Lynden city,IFI010,185,Lynden city,230
G53040840,Lynnwood city,IFI010,1093,Lynnwood city,1248
G53040980,Mabton city,IFI010,313,Mabton city,461
G53041155,McChord AFB CDP,IFI010,91,McChord AFB CDP,77
G53041225,McCleary city,IFI010,71,McCleary city,13
G53041470,Machias CDP,IFI010,33,Machias CDP,9
G53041645,McKenna CDP,IFI010,11,McKenna CDP,7
G53041785,McMillin CDP,IFI010,21,McMillin CDP,16
G53042275,Malden town,IFI010,0,Malden town,1
G53042310,Malo CDP,IFI010,0,Malo CDP,0
G53042345,Malone CDP,IFI010,0,Malone CDP,1
G53042380,Malott CDP,IFI010,15,Malott CDP,24
G53042415,Maltby CDP,IFI010,56,Maltby CDP,87
G53042450,Manchester CDP,IFI010,116,Manchester CDP,77
G53042800,Mansfield town,IFI010,42,Mansfield town,5
G53042835,Manson CDP,IFI010,114,Manson CDP,114
G53043010,Maple Falls CDP,IFI010,9,Maple Falls CDP,4
G53043062,Maple Heights-Lake Desire CDP,IFI010,39,Maple Heights-Lake Desire CDP,26
G53043150,Maple Valley city,IFI010,237,Maple Valley city,299
G53043255,Maplewood CDP,IFI010,59,Maplewood CDP,51
G53043325,Marblemount CDP,IFI010,1,Marblemount CDP,4
G53043395,Marcus town,IFI010,8,Marcus town,1
G53043491,Marietta-Alderwood CDP,IFI010,175,Marietta-Alderwood CDP,100
G53043640,Markham CDP,IFI010,7,Markham CDP,0
G53043762,Marrowstone CDP,IFI010,25,Marrowstone CDP,3
G53043815,Martha Lake CDP,IFI010,218,Martha Lake CDP,343
G53043885,Maryhill CDP,IFI010,0,Maryhill CDP,3
G53043955,Marysville city,IFI010,1254,Marysville city,1388
G53044165,Mattawa town,IFI010,439,Mattawa town,750
G53044260,May Creek CDP,IFI010,17,May Creek CDP,12
G53044480,Mead CDP,IFI010,53,Mead CDP,43
G53044585,Meadowdale CDP,IFI010,63,Meadowdale CDP,37
G53044620,Meadow Glade CDP,IFI010,16,Meadow Glade CDP,14
G53044690,Medical Lake city,IFI010,15,Medical Lake city,60
G53044725,Medina city,IFI010,49,Medina city,15
G53045005,Mercer Island city,IFI010,598,Mercer Island city,191
G53045180,Mesa city,IFI010,54,Mesa city,77
G53045285,Metaline town,IFI010,20,Metaline town,2
G53045320,Metaline Falls town,IFI010,16,Metaline Falls town,4
G53045355,Methow CDP,IFI010,15,Methow CDP,1
G53045495,Midland CDP,IFI010,217,Midland CDP,348
G53045865,Mill Creek city,IFI010,268,Mill Creek city,294
G53045870,Mill Creek East CDP,IFI010,272,Mill Creek East CDP,263
G53045985,Millwood town,IFI010,3,Millwood town,8
G53046020,Milton city,IFI010,225,Milton city,112
G53046090,Mineral CDP,IFI010,4,Mineral CDP,0
G53046125,Minnehaha CDP,IFI010,152,Minnehaha CDP,180
G53046215,Mirrormont CDP,IFI010,19,Mirrormont CDP,20
G53046405,Moclips CDP,IFI010,0,Moclips CDP,4
G53046685,Monroe city,IFI010,302,Monroe city,562
G53046725,Monroe North CDP,IFI010,28,Monroe North CDP,27
G53046895,Montesano city,IFI010,72,Montesano city,34
G53047175,Morton city,IFI010,14,Morton city,11
G53047245,Moses Lake city,IFI010,1277,Moses Lake city,1640
G53047280,Moses Lake North CDP,IFI010,397,Moses Lake North CDP,336
G53047315,Mossyrock city,IFI010,10,Mossyrock city,52
G53047490,Mountlake Terrace city,IFI010,579,Mountlake Terrace city,596
G53047560,Mount Vernon city,IFI010,1540,Mount Vernon city,2350
G53047630,Mount Vista CDP,IFI010,107,Mount Vista CDP,107
G53047665,Moxee city,IFI010,248,Moxee city,295
G53047735,Mukilteo city,IFI010,272,Mukilteo city,274
G53047805,Naches town,IFI010,20,Naches town,15
G53047980,Napavine city,IFI010,4,Napavine city,27
G53048015,Naselle CDP,IFI010,6,Naselle CDP,6
G53048225,Navy Yard City CDP,IFI010,18,Navy Yard City CDP,71
G53048295,Neah Bay CDP,IFI010,59,Neah Bay CDP,9
G53048330,Neilton CDP,IFI010,3,Neilton CDP,13
G53048540,Nespelem town,IFI010,17,Nespelem town,3
G53048550,Nespelem Community CDP,IFI010,20,Nespelem Community CDP,0
G53048645,Newcastle city,IFI010,148,Newcastle city,135
G53048820,Newport city,IFI010,105,Newport city,32
G53049030,Nile CDP,IFI010,0,Nile CDP,2
G53049193,Nisqually Indian Community CDP,IFI010,1,Nisqually Indian Community CDP,8
G53049275,Nooksack city,IFI010,26,Nooksack city,49
G53049415,Normandy Park city,IFI010,182,Normandy Park city,99
G53049485,North Bend city,IFI010,43,North Bend city,98
G53049555,North Bonneville city,IFI010,13,North Bonneville city,10
G53049765,North Fort Lewis CDP,IFI010,156,North Fort Lewis CDP,75
G53049940,North Lynnwood CDP,IFI010,211,North Lynnwood CDP,527
G53049992,North Marysville CDP,IFI010,6,North Marysville CDP,5
G53050007,North Omak CDP,IFI010,2,North Omak CDP,26
G53050045,Northport town,IFI010,0,Northport town,6
G53050115,North Puyallup CDP,IFI010,47,North Puyallup CDP,23
G53050183,North Sultan CDP,IFI010,6,North Sultan CDP,3
G53050195,Northwest Stanwood CDP,IFI010,1,Northwest Stanwood CDP,4
G53050210,North Yelm CDP,IFI010,2,North Yelm CDP,51
G53050325,Oakesdale town,IFI010,33,Oakesdale town,1
G53050360,Oak Harbor city,IFI010,466,Oak Harbor city,588
G53050430,Oakville city,IFI010,9,Oakville city,7
G53050500,Ocean City CDP,IFI010,0,Ocean City CDP,3
G53050535,Ocean Park CDP,IFI010,68,Ocean Park CDP,41
G53050570,Ocean Shores city,IFI010,31,Ocean Shores city,67
G53050745,Odessa town,IFI010,36,Odessa town,7
G53050920,Okanogan city,IFI010,115,Okanogan city,80
G53051300,Olympia city,IFI010,1377,Olympia city,914
G53051340,Omak city,IFI010,128,Omak city,149
G53051410,Onalaska CDP,IFI010,10,Onalaska CDP,5
G53051795,Orchards CDP,IFI010,379,Orchards CDP,399
G53051830,Orient CDP,IFI010,15,Orient CDP,1
G53051970,Oroville city,IFI010,64,Oroville city,92
G53052005,Orting city,IFI010,116,Orting city,100
G53052110,Oso CDP,IFI010,1,Oso CDP,1
G53052215,Othello city,IFI010,1059,Othello city,1340
G53052267,Otis Orchards-East Farms CDP,IFI010,74,Otis Orchards-East Farms CDP,48
G53052285,Outlook CDP,IFI010,42,Outlook CDP,56
G53052378,Oyehut CDP,IFI010,0,Oyehut CDP,0
G53052495,Pacific city,IFI010,198,Pacific city,225
G53052530,Pacific Beach CDP,IFI010,1,Pacific Beach CDP,5
G53052600,Packwood CDP,IFI010,10,Packwood CDP,5
G53052950,Palouse city,IFI010,31,Palouse city,3
G53053265,Parker CDP,IFI010,10,Parker CDP,10
G53053335,Parkland CDP,IFI010,1114,Parkland CDP,1168
G53053440,Parkwood CDP,IFI010,82,Parkwood CDP,129
G53053545,Pasco city,IFI010,6897,Pasco city,7750
G53053720,Pateros city,IFI010,55,Pateros city,56
G53053800,Peaceful Valley CDP,IFI010,55,Peaceful Valley CDP,59
G53053930,Pe Ell town,IFI010,6,Pe Ell town,8
G53054213,Picnic Point CDP,IFI010,229,Picnic Point CDP,121
G53054405,Pine Grove CDP,IFI010,6,Pine Grove CDP,3
G53055015,Point Roberts CDP,IFI010,155,Point Roberts CDP,19
G53055120,Pomeroy city,IFI010,68,Pomeroy city,12
G53055365,Port Angeles city,IFI010,406,Port Angeles city,213
G53055400,Port Angeles East CDP,IFI010,52,Port Angeles East CDP,18
G53055540,Porter CDP,IFI010,0,Porter CDP,1
G53055612,Port Gamble Tribal Comunity CDP,IFI010,1,Port Gamble Tribal Comunity CDP,2
G53055620,Port Hadlock-Irondale CDP,IFI010,47,Port Hadlock-Irondale CDP,41
G53055645,Port Ludlow CDP,IFI010,44,Port Ludlow CDP,10
G53055785,Port Orchard city,IFI010,93,Port Orchard city,194
G53055855,Port Townsend city,IFI010,139,Port Townsend city,106
G53055995,Poulsbo city,IFI010,72,Poulsbo city,221
G53056150,Prairie Heights CDP,IFI010,26,Prairie Heights CDP,48
G53056170,Prairie Ridge CDP,IFI010,78,Prairie Ridge CDP,149
G53056240,Prescott city,IFI010,55,Prescott city,7
G53056450,Prosser city,IFI010,426,Prosser city,504
G53056555,Puget Island CDP,IFI010,49,Puget Island CDP,3
G53056625,Pullman city,IFI010,585,Pullman city,474
G53056660,Purdy CDP,IFI010,6,Purdy CDP,21
G53056695,Puyallup city,IFI010,619,Puyallup city,721
G53056905,Queets CDP,IFI010,1,Queets CDP,0
G53056975,Quilcene CDP,IFI010,33,Quilcene CDP,5
G53057030,Qui-nai-elt Village CDP,IFI010,6,Qui-nai-elt Village CDP,0
G53057115,Quincy city,IFI010,799,Quincy city,1175
G53057140,Raft Island CDP,IFI010,10,Raft Island CDP,1
G53057220,Rainier city,IFI010,9,Rainier city,27
G53057395,Ravensdale CDP,IFI010,6,Ravensdale CDP,12
G53057430,Raymond city,IFI010,45,Raymond city,97
G53057465,Reardan town,IFI010,11,Reardan town,7
G53057535,Redmond city,IFI010,703,Redmond city,1244
G53057745,Renton city,IFI010,2008,Renton city,3156
G53057850,Republic city,IFI010,84,Republic city,13
G53058235,Richland city,IFI010,1699,Richland city,1019
G53058410,Ridgefield city,IFI010,58,Ridgefield city,55
G53058725,Ritzville city,IFI010,163,Ritzville city,20
G53058742,Riverbend CDP,IFI010,39,Riverbend CDP,21
G53058777,River Road CDP,IFI010,0,River Road CDP,8
G53058795,Riverside town,IFI010,7,Riverside town,4
G53058865,Riverton CDP,IFI010,284,Riverton CDP,382
G53059110,Rochester CDP,IFI010,17,Rochester CDP,59
G53059145,Rockford town,IFI010,9,Rockford town,3
G53059180,Rock Island city,IFI010,76,Rock Island city,81
G53059250,Rockport CDP,IFI010,8,Rockport CDP,1
G53059390,Rocky Point CDP,IFI010,64,Rocky Point CDP,16
G53059635,Ronald CDP,IFI010,0,Ronald CDP,2
G53059705,Roosevelt CDP,IFI010,13,Roosevelt CDP,17
G53059775,Rosalia town,IFI010,7,Rosalia town,6
G53059845,Rosburg CDP,IFI010,23,Rosburg CDP,2
G53059880,Rosedale CDP,IFI010,53,Rosedale CDP,36
G53060055,Roslyn city,IFI010,26,Roslyn city,9
G53060160,Roy city,IFI010,1,Roy city,9
G53060230,Royal City city,IFI010,297,Royal City city,403
G53060510,Ruston town,IFI010,76,Ruston town,12
G53060580,Ryderwood CDP,IFI010,5,Ryderwood CDP,2
G53060860,St. John town,IFI010,0,St. John town,2
G53061000,Salmon Creek CDP,IFI010,248,Salmon Creek CDP,323
G53061115,Sammamish city,IFI010,451,Sammamish city,448
G53061235,Santiago CDP,IFI010,7,Santiago CDP,1
G53061350,Satsop CDP,IFI010,9,Satsop CDP,4
G53062120,Seabeck CDP,IFI010,0,Seabeck CDP,10
G53062288,SeaTac city,IFI010,965,SeaTac city,1224
G53063000,Seattle city,IFI010,18626,Seattle city,14148
G53063210,Sedro-Woolley city,IFI010,167,Sedro-Woolley city,319
G53063245,Sekiu CDP,IFI010,2,Sekiu CDP,0
G53063280,Selah city,IFI010,501,Selah city,305
G53063385,Sequim city,IFI010,104,Sequim city,96
G53063545,Shadow Lake CDP,IFI010,17,Shadow Lake CDP,19
G53063735,Shelton city,IFI010,297,Shelton city,378
G53063960,Shoreline city,IFI010,1233,Shoreline city,990
G53064190,Silvana CDP,IFI010,4,Silvana CDP,1
G53064365,Silverdale CDP,IFI010,394,Silverdale CDP,408
G53064380,Silver Firs CDP,IFI010,237,Silver Firs CDP,305
G53064610,Sisco Heights CDP,IFI010,66,Sisco Heights CDP,32
G53064755,Skamokawa Valley CDP,IFI010,21,Skamokawa Valley CDP,3
G53064775,Skokomish CDP,IFI010,20,Skokomish CDP,5
G53064855,Skykomish town,IFI010,11,Skykomish town,1
G53065170,Snohomish city,IFI010,226,Snohomish city,188
G53065205,Snoqualmie city,IFI010,127,Snoqualmie city,151
G53065275,Snoqualmie Pass CDP,IFI010,0,Snoqualmie Pass CDP,5
G53065345,Soap Lake city,IFI010,98,Soap Lake city,56
G53065625,South Bend city,IFI010,32,South Bend city,76
G53065765,South Cle Elum town,IFI010,20,South Cle Elum town,8
G53065810,South Creek CDP,IFI010,43,South Creek CDP,32
G53065922,South Hill CDP,IFI010,686,South Hill CDP,1055
G53066045,South Prairie town,IFI010,0,South Prairie town,2
G53066185,South Wenatchee CDP,IFI010,124,South Wenatchee CDP,214
G53066220,Southworth CDP,IFI010,32,Southworth CDP,22
G53066255,Spanaway CDP,IFI010,305,Spanaway CDP,724
G53066290,Spangle city,IFI010,10,Spangle city,0
G53067000,Spokane city,IFI010,2799,Spokane city,2971
G53067167,Spokane Valley city,IFI010,893,Spokane Valley city,1119
G53067175,Sprague city,IFI010,22,Sprague city,7
G53067210,Springdale town,IFI010,9,Springdale town,6
G53067435,Stansberry Lake CDP,IFI010,12,Stansberry Lake CDP,29
G53067455,Stanwood city,IFI010,78,Stanwood city,103
G53067490,Starbuck town,IFI010,25,Starbuck town,0
G53067595,Startup CDP,IFI010,6,Startup CDP,12
G53067770,Steilacoom town,IFI010,91,Steilacoom town,130
G53067805,Steptoe CDP,IFI010,2,Steptoe CDP,0
G53067875,Stevenson city,IFI010,66,Stevenson city,19
G53068200,Sudden Valley CDP,IFI010,60,Sudden Valley CDP,83
G53068260,Sultan city,IFI010,87,Sultan city,120
G53068330,Sumas city,IFI010,21,Sumas city,41
G53068365,Summit CDP,IFI010,215,Summit CDP,109
G53068410,Summit View CDP,IFI010,108,Summit View CDP,177
G53068417,Summitview CDP,IFI010,64,Summitview CDP,27
G53068435,Sumner city,IFI010,217,Sumner city,241
G53068480,Sunday Lake CDP,IFI010,5,Sunday Lake CDP,3
G53068750,Sunnyside city,IFI010,2616,Sunnyside city,3078
G53068785,Sunnyslope CDP,IFI010,221,Sunnyslope CDP,67
G53069170,Suquamish CDP,IFI010,72,Suquamish CDP,56
G53069280,Swede Heaven CDP,IFI010,32,Swede Heaven CDP,4
G53070000,Tacoma city,IFI010,5843,Tacoma city,5504
G53070175,Taholah CDP,IFI010,19,Taholah CDP,4
G53070245,Tampico CDP,IFI010,1,Tampico CDP,11
G53070280,Tanglewilde CDP,IFI010,233,Tanglewilde CDP,222
G53070315,Tanner CDP,IFI010,22,Tanner CDP,6
G53070560,Tekoa city,IFI010,33,Tekoa city,8
G53070630,Tenino city,IFI010,18,Tenino city,27
G53070805,Terrace Heights CDP,IFI010,377,Terrace Heights CDP,282
G53071225,Thorp CDP,IFI010,11,Thorp CDP,1
G53071330,Three Lakes CDP,IFI010,35,Three Lakes CDP,19
G53071400,Tieton town,IFI010,139,Tieton town,178
G53071680,Tokeland CDP,IFI010,4,Tokeland CDP,2
G53071785,Toledo city,IFI010,10,Toledo city,8
G53071890,Tonasket city,IFI010,68,Tonasket city,47
G53071960,Toppenish city,IFI010,1183,Toppenish city,1674
G53071995,Torboy CDP,IFI010,7,Torboy CDP,0
G53072030,Touchet CDP,IFI010,1,Touchet CDP,23
G53072170,Town and Country CDP,IFI010,74,Town and Country CDP,59
G53072205,Tracyton CDP,IFI010,65,Tracyton CDP,87
G53072450,Trout Lake CDP,IFI010,35,Trout Lake CDP,9
